,inner_mouth,jaw,left_eye,left_eyebrow,mouth,nose,right_eye,right_eyebrow
0,3.0,1.1142857142857143,1.1785714285714286,1.1785714285714286,3.0,1.1785714285714286,1.1785714285714286,0.9642857142857143
0,2.375,1.1142857142857143,1.1428571428571428,1.1428571428571428,2.375,1.1428571428571428,1.1428571428571428,0.8928571428571429
0,2.5,1.0285714285714285,1.0344827586206897,1.0344827586206897,2.5,1.0344827586206897,1.0344827586206897,0.8928571428571429
0,3.0,1.1142857142857143,1.1785714285714286,1.1785714285714286,3.0,1.1785714285714286,1.1785714285714286,0.9642857142857143
